TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;CNPJ_ADMIN;ADMIN
F.I.I.;32.667.306/0001-92;FUNDO DE INVESTIMENTO IMOBILIARIO - BELVEDERE EDUCACIONAL I;07/02/2019;08/01/2019;;EM FUNCIONAMENTO NORMAL;17/05/2019;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;29.787.928/0001-40;FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO;01/03/2018;21/02/2018;;EM FUNCIONAMENTO NORMAL;21/03/2018;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;32.740.844/0001-65;FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL METROPOLIS;13/05/2019;30/01/2019;;FASE PRÉ-OPERACIONAL;13/05/2019;;;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;20.019.120/0001-48;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII 4KIDS;12/09/2018;29/04/2014;;EM FUNCIONAMENTO NORMAL;12/09/2018;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;14.788.458/0001-61;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII AMETISTA;27/01/2012;29/11/2011;;EM FUNCIONAMENTO NORMAL;27/01/2012;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;17.324.357/0001-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS;09/04/2013;11/12/2012;;EM FUNCIONAMENTO NORMAL;09/04/2013;01/01/2020;31/12/2020;27.652.684/0001-62;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.
F.I.I.;20.680.775/0001-62;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRISA RENDA IMOBILIÁRIA;22/09/2014;16/07/2014;;EM FUNCIONAMENTO NORMAL;22/09/2014;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;29.800.650/0001-01;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRLPROP;07/03/2018;22/02/2018;;EM FUNCIONAMENTO NORMAL;05/02/2019;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;08.924.783/0001-01;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND;20/07/2007;;;EM FUNCIONAMENTO NORMAL;20/07/2007;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;09.552.812/0001-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI;19/05/2008;;;EM FUNCIONAMENTO NORMAL;19/05/2008;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;11.026.627/0001-38;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS;30/12/2009;;;EM FUNCIONAMENTO NORMAL;30/12/2009;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;12.324.242/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BTG PACTUAL MALLS;30/07/2012;30/07/2010;24/08/2016;CANCELADA;24/08/2016;01/01/2019;31/12/2019;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;17.232.973/0001-59;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BTG PACTUAL SHOPPINGS;26/04/2013;23/11/2012;26/08/2016;CANCELADA;26/08/2016;01/01/2019;31/12/2019;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;15.799.397/0001-09;FUNDO DE INVESTIMENTO IMOBILIARIO - FII CEO CYRELA COMMERCIAL PROPERTIES;07/11/2012;06/06/2012;;EM FUNCIONAMENTO NORMAL;07/11/2012;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;18.158.898/0001-96;FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMMERCIAL PROPERTIES;26/06/2013;13/05/2013;;FASE PRÉ-OPERACIONAL;26/06/2013;;;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;15.333.306/0001-37;FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA;27/08/2012;28/03/2012;;EM FUNCIONAMENTO NORMAL;27/08/2012;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;14.788.476/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO - FII ESMERALDA;21/01/2013;29/11/2012;;LIQUIDAÇÃO;12/02/2020;01/01/2020;31/12/2020;33.886.862/0001-12;MAXIMA S/A CCTVM
F.I.I.;22.888.670/0001-29;FUNDO DE INVESTIMENTO IMOBILIARIO - FII ESTOQUE RESIDENCIAL;28/08/2015;17/07/2015;22/01/2019;CANCELADA;22/01/2019;01/01/2019;31/12/2019;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;17.282.011/0001-04;FUNDO DE INVESTIMENTO IMOBILIARIO - FII GOLDEN;15/02/2013;05/12/2012;;EM FUNCIONAMENTO NORMAL;15/02/2013;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;35.652.081/0001-99;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII GOLDEN LOGÍSTICA;03/02/2020;03/02/2020;;EM FUNCIONAMENTO NORMAL;05/02/2020;05/02/2020;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;20.787.427/0001-99;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII MEILI;12/12/2014;04/08/2014;;EM FUNCIONAMENTO NORMAL;12/12/2014;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;18.085.673/0001-57;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS;10/10/2013;25/04/2013;;EM FUNCIONAMENTO NORMAL;10/10/2013;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;17.025.970/0001-44;FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE;10/09/2013;02/10/2012;;EM FUNCIONAMENTO NORMAL;10/09/2013;01/01/2020;31/12/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;14.788.492/0001-36;FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES;21/01/2013;29/11/2011;;EM FUNCIONAMENTO NORMAL;21/01/2013;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;26.314.437/0001-93;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO;26/10/2018;04/10/2016;;EM FUNCIONAMENTO NORMAL;26/10/2018;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;32.441.656/0001-36;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO III;17/01/2019;17/12/2018;;EM FUNCIONAMENTO NORMAL;26/04/2019;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;29.467.977/0001-03;FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE;30/01/2018;12/01/2018;;EM FUNCIONAMENTO NORMAL;02/05/2018;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;17.311.079/0001-74;FUNDO DE INVESTIMENTO IMOBILIARIO - FII SIA CORPORATE;12/03/2014;07/11/2012;;EM FUNCIONAMENTO NORMAL;12/03/2014;01/01/2020;31/12/2020;33.850.686/0001-69;BRB DTVM SA
F.I.I.;17.365.105/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE;07/06/2013;28/12/2012;;EM FUNCIONAMENTO NORMAL;07/06/2013;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;32.274.163/0001-59;FUNDO DE INVESTIMENTO IMOBILIARIO - FII UBS (BR) OFFICE;20/12/2018;10/12/2018;;EM FUNCIONAMENTO NORMAL;24/04/2019;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;28.152.272/0001-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS;21/07/2017;03/07/2017;;EM FUNCIONAMENTO NORMAL;16/10/2017;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;28.152.272/0001-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS;21/07/2017;03/07/2017;;EM FUNCIONAMENTO NORMAL;16/10/2017;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;15.296.696/0001-12;FUNDO DE INVESTIMENTO IMOBILIARIO - FII VILA OLIMPIA CORPORATE;10/08/2012;26/03/2012;;EM FUNCIONAMENTO NORMAL;10/08/2012;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;30.982.923/0001-57;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII VITACON;13/12/2018;22/06/2018;;EM FUNCIONAMENTO NORMAL;24/12/2018;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;26.846.202/0001-42;FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I;13/01/2017;02/12/2016;;EM FUNCIONAMENTO NORMAL;17/05/2017;01/07/2019;30/06/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;34.197.776/0001-65;FUNDO DE INVESTIMENTO IMOBILIÁRIO - MOGNO HOTEIS;14/11/2019;14/11/2019;;EM FUNCIONAMENTO NORMAL;13/12/2019;13/12/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;30.791.386/0001-68;FUNDO DE INVESTIMENTO IMOBILIÁRIO - OURINVEST FUNDO DE FUNDOS;28/03/2019;11/06/2018;;EM FUNCIONAMENTO NORMAL;22/05/2019;01/01/2020;31/12/2020;78.632.767/0001-20;BANCO OURINVEST S.A.
F.I.I.;33.045.581/0001-37;Fundo de Investimento Imobiliário - V2 Properties;26/07/2019;22/07/2019;;EM FUNCIONAMENTO NORMAL;03/10/2019;03/10/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;28.729.197/0001-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI CRI;11/10/2017;19/09/2017;;EM FUNCIONAMENTO NORMAL;02/04/2019;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;30.629.603/0001-18;FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO;05/07/2018;30/05/2018;;EM FUNCIONAMENTO NORMAL;09/11/2018;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;27.538.406/0001-89;FUNDO DE INVESTIMENTO IMOBILIARIO ANHANGUERA;21/06/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;21/06/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;26.452.053/0001-37;FUNDO DE INVESTIMENTO IMOBILIÁRIO ANTILHAS;13/06/2017;30/08/2016;;EM FUNCIONAMENTO NORMAL;29/08/2019;01/01/2020;31/12/2020;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;26.452.053/0001-37;FUNDO DE INVESTIMENTO IMOBILIÁRIO ANTILHAS;13/06/2017;30/08/2016;;EM FUNCIONAMENTO NORMAL;29/08/2019;01/01/2020;31/12/2020;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;08.729.952/0001-52;FUNDO DE INVESTIMENTO IMOBILIÁRIO ARAUCÁRIAS;20/06/2007;;10/12/2015;CANCELADA;10/12/2015;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;30.567.216/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I;29/05/2018;17/05/2018;;EM FUNCIONAMENTO NORMAL;21/01/2020;21/01/2020;31/12/2020;44.077.014/0001-89;BR-CAPITAL DTVM S.A.
F.I.I.;32.006.821/0001-21;FUNDO DE INVESTIMENTO IMOBILIÁRIO ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS;01/07/2019;05/11/2018;;EM FUNCIONAMENTO NORMAL;31/10/2019;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;30.642.032/0001-51;FUNDO DE INVESTIMENTO IMOBILIÁRIO BACURI;30/04/2019;18/04/2018;;EM FUNCIONAMENTO NORMAL;30/04/2019;01/01/2020;31/12/2020;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;29.267.567/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII;05/07/2018;30/11/2017;;EM FUNCIONAMENTO NORMAL;12/12/2018;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;27.538.441/0001-06;FUNDO DE INVESTIMENTO IMOBILIARIO BARRA FUNDA;21/06/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;21/06/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;27.538.293/0001-11;FUNDO DE INVESTIMENTO IMOBILIARIO BELA VISTA;23/06/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;23/06/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;15.461.076/0001-91;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;18/12/2012;19/04/2012;;EM FUNCIONAMENTO NORMAL;18/12/2012;01/01/2020;31/12/2020;28.048.783/0001-00;ELITE CCVM LTDA
F.I.I.;15.461.076/0001-91;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;18/12/2012;19/04/2012;;EM FUNCIONAMENTO NORMAL;18/12/2012;01/01/2020;31/12/2020;28.048.783/0001-00;ELITE CCVM LTDA
F.I.I.;32.511.102/0001-68;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL IN;04/11/2019;18/04/2018;;FASE PRÉ-OPERACIONAL;04/11/2019;;;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;26.846.134/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND;13/01/2017;28/11/2016;;EM FUNCIONAMENTO NORMAL;07/08/2018;01/07/2019;30/06/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;21.126.204/0001-43;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO;27/10/2014;19/09/2014;;EM FUNCIONAMENTO NORMAL;27/10/2014;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;33.046.142/0001-49;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL SHOPPINGS;22/07/2019;20/02/2019;;EM FUNCIONAMENTO NORMAL;26/07/2019;26/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;13.083.342/0001-64;FUNDO DE INVESTIMENTO IMOBILIÁRIO BÚSSOLA - FII;17/02/2011;;29/08/2014;CANCELADA;29/08/2014;;;11.758.741/0001-52;BANCO FINAXIS S.A.
F.I.I.;10.991.914/0001-15;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;22/02/2010;;;EM FUNCIONAMENTO NORMAL;22/02/2010;01/01/2020;31/12/2020;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
F.I.I.;22.211.522/0001-75;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CONVIDA SUAPE - FII;12/05/2015;01/04/2015;;EM FUNCIONAMENTO NORMAL;12/05/2015;01/01/2020;31/12/2020;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
F.I.I.;13.020.465/0001-56;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA DESENVOLVIMENTO IMOBILIARIO;17/02/2011;;;EM FUNCIONAMENTO NORMAL;17/02/2011;01/01/2020;31/12/2020;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
F.I.I.;12.969.125/0001-03;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA INCORPORACAO;07/12/2010;;;EM FUNCIONAMENTO NORMAL;19/05/2012;01/01/2020;31/12/2020;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
F.I.I.;12.887.506/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA;29/11/2011;;;EM FUNCIONAMENTO NORMAL;29/11/2011;01/01/2020;31/12/2020;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
F.I.I.;27.538.324/0001-34;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAMPO BELO;05/06/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;05/06/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;30.492.505/0001-81;FUNDO DE INVESTIMENTO IMOBILIÁRIO CDURP;23/05/2018;10/05/2018;;EM FUNCIONAMENTO NORMAL;11/06/2018;01/01/2020;31/12/2020;44.077.014/0001-89;BR-CAPITAL DTVM S.A.
F.I.I.;00.762.723/0001-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL;07/07/1995;;;EM FUNCIONAMENTO NORMAL;11/03/1998;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;34.644.196/0001-79;FUNDO DE INVESTIMENTO IMOBILIÁRIO CFL DESENVOLVIMENTO E RENDA;05/09/2019;15/08/2019;;FASE PRÉ-OPERACIONAL;05/09/2019;;;44.077.014/0001-89;BR-CAPITAL DTVM S.A.
F.I.I.;23.582.914/0001-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ - FII;19/11/2015;20/10/2015;;EM FUNCIONAMENTO NORMAL;21/01/2016;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;27.368.863/0001-72;FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL;21/12/2017;15/03/2017;;EM FUNCIONAMENTO NORMAL;21/12/2017;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;12.927.767/0001-40;FUNDO DE INVESTIMENTO IMOBILIÁRIO DA REGIÃO DO PORTO;06/04/2011;;;EM FUNCIONAMENTO NORMAL;06/04/2011;01/01/2020;31/12/2020;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
F.I.I.;13.598.226/0001-88;FUNDO DE INVESTIMENTO IMOBILIÁRIO DO ESTADO DE SÃO PAULO;03/01/2019;18/04/2011;;EM FUNCIONAMENTO NORMAL;18/04/2019;01/01/2020;31/12/2020;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;24.751.211/0001-24;FUNDO DE INVESTIMENTO IMOBILIARIO ECO 3;23/05/2017;14/04/2016;;FASE PRÉ-OPERACIONAL;23/05/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;18.730.914/0001-73;FUNDO DE INVESTIMENTO IMOBILIÁRIO EXCLUSIVO INFRA PATRIMONIAL II;26/12/2017;26/08/2013;;EM FUNCIONAMENTO NORMAL;26/12/2017;01/07/2019;30/06/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;30.178.506/0001-56;FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ;14/02/2019;29/12/2017;;EM FUNCIONAMENTO NORMAL;19/12/2019;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;08.417.532/0001-30;FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM;06/11/2006;;;EM FUNCIONAMENTO NORMAL;06/11/2006;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;30.091.408/0001-87;FUNDO DE INVESTIMENTO IMOBILIARIO FII UBS (BR) FUNDOS IMOBILIARIOS;11/04/2018;15/03/2018;;FASE PRÉ-OPERACIONAL;11/04/2018;;;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;19.239.245/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII;04/09/2014;04/11/2013;;EM FUNCIONAMENTO NORMAL;04/09/2014;01/01/2020;31/12/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;31.373.412/0001-09;FUNDO DE INVESTIMENTO IMOBILIÁRIO FOCO II;17/09/2018;13/07/2018;12/11/2019;CANCELADA;12/11/2019;;;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;33.721.517/0001-29;FUNDO DE INVESTIMENTO IMOBILIARIO FOF INTEGRAL BREI;11/06/2019;02/05/2019;;EM FUNCIONAMENTO NORMAL;13/09/2019;13/09/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;13.342.919/0001-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO FORTIORI - FII;26/07/2012;06/01/2011;17/12/2014;CANCELADA;17/12/2014;;;27.652.684/0001-62;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.
F.I.I.;27.782.823/0001-72;FUNDO DE INVESTIMENTO IMOBILIÁRIO FRATRES II;10/07/2017;28/06/2017;29/12/2017;CANCELADA;29/12/2017;01/01/2019;31/12/2019;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;26.846.280/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO FUTURO;13/01/2017;28/11/2016;;EM FUNCIONAMENTO NORMAL;16/05/2018;01/07/2019;30/06/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;17.007.528/0001-95;FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO;04/05/2016;18/09/2012;;EM FUNCIONAMENTO NORMAL;04/07/2016;01/07/2019;30/06/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;27.538.303/0001-19;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAJAÚ;05/06/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;05/06/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;01.201.140/0001-90;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;27/02/1996;;;EM FUNCIONAMENTO NORMAL;11/03/1998;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;17.489.157/0001-25;FUNDO DE INVESTIMENTO IMOBILIARIO GRE PREMIUM PROPERTIES;27/03/2013;15/02/2013;28/12/2016;CANCELADA;28/12/2016;01/01/2019;31/12/2019;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;23.740.527/0001-58;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS;14/12/2016;05/11/2015;;EM FUNCIONAMENTO NORMAL;13/07/2017;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;27.537.787/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO GUAIANASES;05/06/2017;28/03/2017;;FASE PRÉ-OPERACIONAL;05/06/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;30.578.275/0001-78;FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP;30/07/2018;05/07/2018;;EM FUNCIONAMENTO NORMAL;15/08/2018;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;22.307.030/0001-88;FUNDO DE INVESTIMENTO IMOBILIÁRIO HANNOVER - FII;10/07/2015;18/06/2015;23/01/2017;CANCELADA;23/01/2017;01/01/2019;31/12/2019;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;27.538.477/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;23/06/2017;28/03/2017;;EM FUNCIONAMENTO NORMAL;11/12/2018;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;27.538.477/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;23/06/2017;28/03/2017;;EM FUNCIONAMENTO NORMAL;11/12/2018;01/01/2020;31/12/2020;15.489.568/0001-95;INTRADER DTVM LTDA
